term;category;occurrences;contexts;sourceFiles;sampleLocators;preferredTranslation;notes
Seek Ally;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_seek_ally.name;;
Seek Foe;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_seek_foe.name;;
Seize Magic;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_seize_magic.name;;
Shade Bolt;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_shade_bolt.name;;
Shatter Earth;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_shatter_earth.name;;
Shatter Objects;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_shatter_objects.name;;
Sleep;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sleep.name;;
Slime Spray (Acid);spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_slime_acid.name;;
Slime Spray (Magma);spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_slime_fire.name;;
Slime Spray (Metal);spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_slime_metal.name;;
Slime Spray (Tar);spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_slime_tar.name;;
Slime Spray (Water);spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_slime_water.name;;
Slow;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_slow.name;;
Speed;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_speed.name;;
Sphere of Silence;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sphere_silence.name;;
Spin;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_spin.name;;
Spirit Weapon;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_spirit_weapon.name;;
Splinter Armor;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_splinter_gear.name;;
Spore Bomb;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_spore_bomb.name;;
Spores;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_spores.name;;
Spray Acid;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_acid_spray.name;;
Spray Web;spell_name;2;UI/system text;lang/item_names.json;root.spell_names.spell_spray_web.name | root.spell_names.spell_crab_web.name;;
Steal Weapon;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_steal_weapon.name;;
Stone Blood;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_stoneblood.name;;
Strip;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_strip.name;;
Sturdiness;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_prof_sturdiness.name;;
Summon Earth Sprite;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_earth_elemental.name;;
Summon Fire Sprite;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_fire_sprite.name;;
Sunder Monument;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_sunder_monument.name;;
Telekinesis;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_telekinesis.name;;
Teleport Other;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_telepull.name;;
Teleportation;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_teleportation.name;;
Thorns;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_thorns.name;;
Troll Form;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_troll_form.name;;
Troll's Blood;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_trolls_blood.name;;
True Blood;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_true_blood.name;;
Vampiric Aura;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_vampiric_aura.name;;
Vandalise;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_vandalise.name;;
Void Chest;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_void_chest.name;;
Vortex;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_vortex.name;;
Weakness;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_weakness.name;;
Windgate;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_windgate.name;;
Wonderlight;spell_name;1;UI/system text;lang/item_names.json;root.spell_names.spell_wonderlight.name;;
Absorb Magic;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ABSORB_MAGIC.name;;
Abundance;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ABUNDANCE.name;;
Agility;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_AGILITY.name;;
Arcane Mark (Active on %s);status_effect_name;1;game data text;data/status_effects.json;root.sustained_effects.EFF_SHADOW_TAGGED.name[1];;
Arcane Mark (Unknown target);status_effect_name;1;game data text;data/status_effects.json;root.sustained_effects.EFF_SHADOW_TAGGED.name[2];;
Arcane Mark\n(Active on %s);status_effect_name;1;game data text;data/status_effects.json;root.sustained_effects.EFF_SHADOW_TAGGED.name[0];;
Arcane Marked;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_SHADOW_TAGGED.name;;
Arthropod Form;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_SHAPESHIFT.name[1];;
Asleep;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ASLEEP.name;;
Assistance;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ASSISTANCE.name;;
Attract;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ATTRACT_ITEMS.name;;
Bastion Mycelium;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BASTION_MUSHROOM.name;;
Bastion Roots;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BASTION_ROOTS.name;;
Bladevines;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BLADEVINES.name;;
Bleeding;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BLEEDING.name;;
Blessed Meals;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BLESS_FOOD.name;;
Blinded;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BLIND.name;;
Blood Ward;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BLOOD_WARD.name;;
Blue Shrine Buff;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_SHRINE_BLUE_BUFF.name;;
Boiler Status: CRITICALLY LOW;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_AUTOMATON_HUNGER.name[5];;
Boiler Status: NOMINAL;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_AUTOMATON_HUNGER.name[4];;
Boiler Status: SUPERHEATED;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_AUTOMATON_HUNGER.name[3];;
Boiler Status:\nCRITICALLY LOW;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_AUTOMATON_HUNGER.name[2];;
Boiler Status:\nNOMINAL;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_AUTOMATON_HUNGER.name[1];;
Boiler Status:\nSUPERHEATED;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_AUTOMATON_HUNGER.name[0];;
Bounty Target (Active);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BOUNTY_TARGET.name[1];;
Bounty Target\n(Active);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BOUNTY_TARGET.name[0];;
Burning;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_BURNING.name;;
Burning Resistance;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_RESISTFIRE.name;;
Compel;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_COMMAND.name;;
Conflict;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_CONFLICT.name;;
Confused;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_CONFUSED.name;;
Counsel;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_COUNSEL.name;;
Courage;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_COURAGE.name;;
Cowardice;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_COWARDICE.name;;
Critical Spell;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_CRITICAL_SPELL.name;;
Cursed Flesh;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_CURSE_FLESH.name;;
Deep Shade;status_effect_name;1;game data text;data/status_effects.json;root.sustained_effects.SUSTAIN_SHADE.name;;
Defy Flesh;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DEFY_FLESH.name;;
Degeneration;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_HPOFF.name;;
Demesne Door;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DEMESNE_DOOR.name;;
Detect Enemy;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DETECT_ENEMY.name;;
Disrupted;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DISRUPTED.name;;
Divine Guard;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DIVINE_GUARD.name;;
Divine Zeal;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DIVINE_ZEAL.name;;
Dizzy;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DIZZY.name;;
Drum (Tier I);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_DRUM.name[0];;
Drum (Tier II);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_DRUM.name[1];;
Drum (Tier III);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_DRUM.name[2];;
Drum (Tier IV);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_DRUM.name[3];;
Drunk;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DRUNK.name;;
Drunk (Goatman);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DRUNK_GOATMAN.name;;
Dusted;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_DUSTED.name;;
Elemental Focus;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_MAGICAMPLIFY.name;;
Envenom Weapon;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENVENOM_WEAPON.name;;
Fear;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_FEAR.name;;
Flame Cloak;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_FLAME_CLOAK.name;;
Flute (Tier I);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_FLUTE.name[0];;
Flute (Tier II);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_FLUTE.name[1];;
Flute (Tier III);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_FLUTE.name[2];;
Flute (Tier IV);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_FLUTE.name[3];;
Flutter;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_FLUTTER.name;;
Fowl Spirit;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_PROJECT_SPIRIT.name;;
Free Action;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_FREEACTION.name;;
Frostbitten;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_FROST.name;;
Greasy;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GREASY.name;;
Greater Abundance;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GREATER_ABUNDANCE.name;;
Greater Might;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GREATER_MIGHT.name;;
Green Shrine Buff;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_SHRINE_GREEN_BUFF.name;;
Growth (Tier I);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GROWTH.name[0];;
Growth (Tier II);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GROWTH.name[1];;
Growth (Tier III);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GROWTH.name[2];;
Guard Body;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GUARD_BODY.name;;
Guard Spirit;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_GUARD_SPIRIT.name;;
Healing Word;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_HEALING_WORD.name;;
Health Regeneration;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_HP_REGEN.name;;
Holy Fire;status_effect_name;2;game data text;data/status_effects.json;root.effects.EFF_DIVINE_FIRE.name | root.effects.EFF_HOLY_FIRE.name;;
Horn (Tier I);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_HORN.name[0];;
Horn (Tier II);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_HORN.name[1];;
Horn (Tier III);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_HORN.name[2];;
Horn (Tier IV);status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_ENSEMBLE_HORN.name[3];;
Hungover;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_WITHDRAWAL.name;;
Hungry;status_effect_name;2;game data text;data/status_effects.json;root.effects.EFF_HUNGER.name[1] | root.effects.EFF_BLOOD_HUNGER.name[1];;
Imp Form;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_SHAPESHIFT.name[3];;
Incoherence;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_INCOHERENCE.name;;
Inspiration;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_INSPIRATION.name;;
Invisible;status_effect_name;1;game data text;data/status_effects.json;root.effects.EFF_INVISIBLE.name;;
